,acc,loss,lr,val_acc,val_loss
0,0.26825999999046324,2.0167172327804566,0.0010000000474974513,0.3117,1.9165330722808838
1,0.32648000000953675,1.8639056881713867,0.0010000000474974513,0.3358,1.836410364151001
2,0.3442599999809265,1.8102802061462402,0.0010000000474974513,0.3537,1.7858940544128419
3,0.3542000000190735,1.7905255407714844,0.0010000000474974513,0.3547,1.7764725154876708
4,0.3577199999904633,1.776064714050293,0.0010000000474974513,0.3656,1.7605331838607787
5,0.36169999999046326,1.764449972229004,0.0010000000474974513,0.3654,1.7556740312576293
6,0.3673199999809265,1.7552398114013672,0.0010000000474974513,0.376,1.7390428747177125
7,0.37249999999046324,1.7466706183624268,0.0010000000474974513,0.3675,1.745555054664612
8,0.37788000001907346,1.7344679039764404,0.0010000000474974513,0.3871,1.7248372440338136
9,0.3844199999904633,1.7250503298568725,0.0010000000474974513,0.3913,1.7192158647537232
10,0.3867999999809265,1.7150609600448607,0.0010000000474974513,0.3877,1.7076979194641113
11,0.39058000000953674,1.7040476510238647,0.0010000000474974513,0.3919,1.6981265195846558
12,0.39243999999046325,1.6968436934661866,0.0010000000474974513,0.3958,1.6975596471786498
13,0.39678,1.6914277089309693,0.0010000000474974513,0.399,1.680158518600464
14,0.39908,1.685337762298584,0.0010000000474974513,0.3993,1.677322944831848
15,0.40065999999046326,1.6789544621658326,0.0010000000474974513,0.3902,1.6954168016433715
16,0.4034399999809265,1.6757386299133301,0.0010000000474974513,0.3897,1.6963584043502808
17,0.40312000000953674,1.6720171967697144,0.0010000000474974513,0.4074,1.6711808536529542
18,0.4058999999904633,1.6687658296203614,0.0010000000474974513,0.4008,1.676971792984009
19,0.40879999998092653,1.6644107332229614,0.0010000000474974513,0.4076,1.659421817779541
20,0.4075599999904633,1.6628023447036744,0.0010000000474974513,0.3991,1.6777711521148682
21,0.40896000000953675,1.6587991627883911,0.0010000000474974513,0.3998,1.6678841682434082
22,0.40790000000953675,1.6610014617919922,0.0010000000474974513,0.4016,1.6713890747070312
23,0.4088999999904633,1.6581715853500367,0.0010000000474974513,0.4049,1.667288120651245
24,0.4097799999904633,1.6566300676727295,0.0003162277862429619,0.4046,1.6703344381332397
25,0.41309999999046326,1.6517492102050781,0.0010000000474974513,0.4131,1.6545571361541749
26,0.41214,1.6492162096786498,0.0010000000474974513,0.4114,1.6505562759399415
27,0.4145400000190735,1.6513603022384644,0.0010000000474974513,0.4103,1.6570280828475952
28,0.4133200000190735,1.6483323822402953,0.0010000000474974513,0.4041,1.6490364345550537
29,0.41602,1.643028169670105,0.0010000000474974513,0.3971,1.6785187120437621
