,acc,loss,lr,val_acc,val_loss
0,0.44404,1.9515707863616942,0.0010000000474974513,0.4745,1.9664319416046143
1,0.63646,1.338729866104126,0.0010000000474974513,0.5822,1.5462377130508422
2,0.7073599999618531,1.138492834815979,0.0010000000474974513,0.6186,1.419831788444519
3,0.7587599999618531,0.983764087638855,0.0010000000474974513,0.6976,1.2215582193374634
4,0.791359999961853,0.8777545041656494,0.0010000000474974513,0.6731,1.2592918989181519
5,0.817640000038147,0.7979385137557984,0.0010000000474974513,0.6559,1.476439266204834
6,0.8400599999809265,0.7295225919914246,0.0010000000474974513,0.705,1.193289863204956
7,0.8584799999809265,0.66901051197052,0.0010000000474974513,0.725,1.205171771812439
8,0.871799999961853,0.6295177034568786,0.0010000000474974513,0.6235,1.6506877290725708
9,0.888920000038147,0.5821935562896728,0.0010000000474974513,0.7261,1.2164242548942565
10,0.898560000038147,0.5515519865608215,0.0010000000474974513,0.7513,1.1440793719291686
11,0.9106799999809265,0.5220427388763428,0.0010000000474974513,0.7336,1.3204860124588014
12,0.9208600000190735,0.4918632015419006,0.0010000000474974513,0.7466,1.2375596752166749
13,0.9305,0.4664509562778473,0.0010000000474974513,0.7064,1.5780672267913818
14,0.9341400000190735,0.4561794341087341,0.0010000000474974513,0.5853,2.6881307430267336
15,0.9403800000190735,0.4412523271751404,0.0003162277862429619,0.7527,1.2434652046203614
16,0.9450800000190734,0.4280961559677124,0.0010000000474974513,0.659,1.9878030590057374
17,0.9480600000190735,0.42118944153785703,0.0010000000474974513,0.7308,1.4548721921920775
18,0.9513800000381469,0.4094170347690582,0.0010000000474974513,0.7129,1.5831433868408202
19,0.9517800000190735,0.4099541504573822,0.0010000000474974513,0.7248,1.4991873319625855
20,0.9572600000381469,0.39338620434761046,0.0003162277862429619,0.6775,1.834757272720337
21,0.9552599999618531,0.39710163109779356,0.0010000000474974513,0.7606,1.290149042892456
22,0.957280000038147,0.394185244474411,0.0010000000474974513,0.7257,1.7322785110473633
23,0.960840000038147,0.38374602376937866,0.0010000000474974513,0.7325,1.5123003643035888
24,0.9598000000190735,0.3873491181755066,0.0010000000474974513,0.6895,1.8593861225128174
25,0.9600399999809265,0.38352904306411745,0.0003162277862429619,0.7069,1.6425337169647216
26,0.9610399999809265,0.38139180149078367,0.0010000000474974513,0.7676,1.2198281345367432
27,0.964519999961853,0.3755185314655304,0.0010000000474974513,0.7073,1.8808848834991454
28,0.9658800000190735,0.3667674879932404,0.0010000000474974513,0.6991,1.913340157699585
29,0.964440000038147,0.37210567611694334,0.0010000000474974513,0.6495,2.01760140171051
