,acc,loss,lr,val_acc,val_loss
0,0.4521400000190735,1.9556391718673707,0.0010000000474974513,0.3637,2.3728108837127686
1,0.6226199999809265,1.4453656900024414,0.0010000000474974513,0.4673,2.1403862480163576
2,0.712239999961853,1.189162908668518,0.0010000000474974513,0.6039,1.5604084051132203
3,0.76142,1.0329658817672729,0.0010000000474974513,0.6058,1.5646964044570923
4,0.7976200000381469,0.9200902258682251,0.0010000000474974513,0.703,1.2333557788848877
5,0.82324,0.8297902291679382,0.0010000000474974513,0.674,1.366941477584839
6,0.842819999961853,0.767157502231598,0.0010000000474974513,0.7144,1.2951080759048461
7,0.8671199999618531,0.6987794886779786,0.0010000000474974513,0.6864,1.367843441772461
8,0.8783199999618531,0.6626836721611022,0.0010000000474974513,0.5834,2.2717120199203493
9,0.89322,0.6147330432319641,0.0003162277862429619,0.6889,1.4411229367256164
10,0.907319999961853,0.5792317025756836,0.0010000000474974513,0.7645,1.1541164509773254
11,0.9164200000190735,0.5516667363357544,0.0010000000474974513,0.6871,1.4939471942901612
12,0.92586,0.5257223265838623,0.0010000000474974513,0.6248,1.9360286275863647
13,0.93146,0.5112736944198608,0.0010000000474974513,0.6794,1.7199293714523316
14,0.937020000038147,0.4923338307189941,0.0010000000474974513,0.7011,1.6195757791519165
15,0.9428000000190735,0.475395168056488,0.0003162277862429619,0.7368,1.3717592264175416
16,0.94382,0.471813902053833,0.0010000000474974513,0.762,1.1783560357093812
17,0.9491799999809265,0.4577185857772827,0.0010000000474974513,0.6679,1.8295032285690307
18,0.9537,0.4428440715694428,0.0010000000474974513,0.7394,1.438030164718628
19,0.9510400000381469,0.4533431231689453,0.0010000000474974513,0.6775,1.9075224758148193
20,0.9577199999809265,0.43215038495063784,0.0003162277862429619,0.6115,2.7329252628326417
21,0.95742,0.431296918926239,0.0010000000474974513,0.6819,1.9232816011428833
22,0.956240000038147,0.43251913330078123,0.0010000000474974513,0.7455,1.3941727432250977
23,0.9573599999618531,0.42956739650726317,0.0010000000474974513,0.7078,1.8818157005310059
24,0.9612600000190735,0.418612598991394,0.0010000000474974513,0.7126,1.7663474018096923
25,0.9607399999809265,0.41712143840789795,0.0003162277862429619,0.6623,2.144376527786255
26,0.961839999961853,0.4136894204235077,0.0010000000474974513,0.742,1.4918257007598876
27,0.9644399999809266,0.40716864287376403,0.0010000000474974513,0.7432,1.444858773612976
28,0.9624200000190735,0.4108523279666901,0.0010000000474974513,0.7594,1.3515042530059815
29,0.9638399999809265,0.4066395187950134,0.0010000000474974513,0.6804,1.7877720537185668
